,predicted_mean
78637,-18.28862473037912
78638,-18.288624730379098
78639,-18.28862473037908
78640,-18.288624730379063
78641,-18.288624730379045
78642,-18.288624730379023
78643,-18.288624730379006
78644,-18.288624730378988
78645,-18.28862473037897
78646,-18.288624730378952
78647,-18.288624730378935
78648,-18.288624730378917
78649,-18.2886247303789
78650,-18.28862473037888
78651,-18.288624730378864
78652,-18.288624730378846
78653,-18.288624730378828
78654,-18.28862473037881
78655,-18.288624730378793
78656,-18.288624730378775
78657,-18.28862473037876
78658,-18.288624730378743
78659,-18.288624730378725
78660,-18.288624730378707
78661,-18.288624730378693
78662,-18.288624730378675
78663,-18.28862473037866
78664,-18.288624730378643
78665,-18.288624730378626
78666,-18.28862473037861
78667,-18.288624730378594
78668,-18.28862473037858
78669,-18.288624730378565
78670,-18.288624730378547
78671,-18.288624730378533
78672,-18.288624730378515
78673,-18.2886247303785
78674,-18.288624730378487
78675,-18.28862473037847
78676,-18.288624730378455
78677,-18.28862473037844
78678,-18.288624730378427
78679,-18.288624730378412
78680,-18.288624730378395
78681,-18.28862473037838
78682,-18.288624730378366
78683,-18.288624730378352
78684,-18.288624730378338
78685,-18.288624730378324
78686,-18.28862473037831
78687,-18.288624730378295
78688,-18.28862473037828
78689,-18.288624730378267
78690,-18.288624730378253
78691,-18.28862473037824
78692,-18.288624730378228
78693,-18.288624730378213
78694,-18.2886247303782
78695,-18.288624730378185
78696,-18.28862473037817
78697,-18.28862473037816
78698,-18.288624730378146
78699,-18.28862473037813
78700,-18.288624730378118
78701,-18.288624730378107
78702,-18.288624730378093
78703,-18.288624730378082
78704,-18.288624730378068
78705,-18.288624730378054
78706,-18.288624730378043
78707,-18.28862473037803
78708,-18.288624730378018
78709,-18.288624730378004
78710,-18.288624730377993
78711,-18.28862473037798
78712,-18.28862473037797
78713,-18.288624730377958
78714,-18.288624730377943
78715,-18.288624730377933
78716,-18.288624730377922
78717,-18.288624730377908
78718,-18.288624730377897
78719,-18.288624730377887
78720,-18.288624730377872
78721,-18.28862473037786
78722,-18.28862473037785
78723,-18.28862473037784
78724,-18.288624730377826
78725,-18.288624730377816
78726,-18.288624730377805
78727,-18.288624730377794
78728,-18.288624730377784
78729,-18.288624730377773
78730,-18.288624730377762
78731,-18.28862473037775
78732,-18.28862473037774
78733,-18.28862473037773
78734,-18.28862473037772
78735,-18.28862473037771
78736,-18.2886247303777
78737,-18.288624730377688
78738,-18.288624730377677
78739,-18.288624730377666
78740,-18.288624730377656
78741,-18.288624730377645
78742,-18.288624730377634
78743,-18.288624730377627
78744,-18.288624730377617
78745,-18.288624730377606
78746,-18.288624730377595
78747,-18.288624730377585
78748,-18.288624730377578
78749,-18.288624730377567
78750,-18.288624730377556
78751,-18.288624730377546
78752,-18.28862473037754
78753,-18.288624730377528
78754,-18.288624730377517
78755,-18.28862473037751
78756,-18.2886247303775
78757,-18.288624730377492
78758,-18.28862473037748
78759,-18.28862473037747
78760,-18.288624730377464
78761,-18.288624730377453
78762,-18.288624730377446
78763,-18.288624730377435
78764,-18.28862473037743
78765,-18.288624730377418
78766,-18.28862473037741
78767,-18.2886247303774
78768,-18.288624730377393
78769,-18.288624730377382
78770,-18.288624730377375
78771,-18.288624730377368
78772,-18.288624730377357
78773,-18.28862473037735
78774,-18.288624730377343
78775,-18.288624730377332
78776,-18.288624730377325
78777,-18.288624730377318
78778,-18.288624730377308
78779,-18.2886247303773
78780,-18.288624730377293
78781,-18.288624730377286
78782,-18.288624730377276
78783,-18.28862473037727
78784,-18.28862473037726
78785,-18.288624730377254
78786,-18.288624730377244
78787,-18.288624730377236
78788,-18.28862473037723
78789,-18.288624730377222
78790,-18.288624730377215
78791,-18.288624730377208
78792,-18.2886247303772
78793,-18.288624730377194
78794,-18.288624730377183
78795,-18.288624730377176
78796,-18.28862473037717
78797,-18.288624730377162
78798,-18.288624730377155
78799,-18.288624730377148
78800,-18.28862473037714
78801,-18.288624730377133
78802,-18.288624730377126
78803,-18.28862473037712
78804,-18.288624730377112
78805,-18.288624730377105
78806,-18.288624730377098
78807,-18.28862473037709
78808,-18.288624730377087
78809,-18.28862473037708
78810,-18.288624730377073
78811,-18.288624730377066
78812,-18.28862473037706
78813,-18.28862473037705
78814,-18.288624730377045
78815,-18.288624730377038
78816,-18.288624730377034
78817,-18.288624730377027
78818,-18.28862473037702
78819,-18.288624730377013
78820,-18.288624730377006
78821,-18.288624730377002
78822,-18.288624730376995
78823,-18.288624730376988
78824,-18.28862473037698
78825,-18.288624730376977
78826,-18.28862473037697
78827,-18.288624730376963
78828,-18.28862473037696
78829,-18.288624730376952
78830,-18.288624730376945
78831,-18.28862473037694
78832,-18.288624730376934
78833,-18.288624730376927
78834,-18.288624730376924
78835,-18.288624730376917
78836,-18.28862473037691
78837,-18.288624730376906
78838,-18.2886247303769
78839,-18.288624730376895
78840,-18.28862473037689
78841,-18.28862473037688
78842,-18.288624730376878
78843,-18.28862473037687
78844,-18.288624730376867
78845,-18.28862473037686
78846,-18.288624730376856
78847,-18.28862473037685
78848,-18.288624730376846
78849,-18.28862473037684
78850,-18.288624730376835
78851,-18.288624730376828
78852,-18.288624730376824
78853,-18.288624730376817
78854,-18.288624730376814
78855,-18.288624730376807
78856,-18.288624730376803
78857,-18.2886247303768
78858,-18.288624730376792
78859,-18.28862473037679
78860,-18.28862473037678
78861,-18.288624730376778
78862,-18.288624730376775
78863,-18.288624730376768
78864,-18.288624730376764
78865,-18.28862473037676
78866,-18.288624730376753
78867,-18.28862473037675
78868,-18.288624730376743
78869,-18.28862473037674
78870,-18.288624730376736
78871,-18.288624730376732
78872,-18.288624730376725
78873,-18.28862473037672
78874,-18.288624730376718
78875,-18.28862473037671
78876,-18.288624730376707
78877,-18.288624730376704
78878,-18.2886247303767
78879,-18.288624730376693
78880,-18.28862473037669
78881,-18.288624730376686
78882,-18.288624730376682
78883,-18.288624730376675
78884,-18.28862473037667
78885,-18.288624730376668
78886,-18.288624730376664
78887,-18.28862473037666
78888,-18.288624730376654
78889,-18.28862473037665
78890,-18.288624730376647
78891,-18.288624730376643
78892,-18.28862473037664
78893,-18.288624730376636
78894,-18.288624730376632
78895,-18.288624730376625
78896,-18.288624730376622
78897,-18.28862473037662
78898,-18.288624730376615
78899,-18.28862473037661
78900,-18.288624730376608
78901,-18.288624730376604
78902,-18.2886247303766
78903,-18.288624730376597
78904,-18.288624730376593
78905,-18.288624730376586
78906,-18.288624730376583
78907,-18.28862473037658
78908,-18.288624730376576
78909,-18.288624730376572
78910,-18.28862473037657
78911,-18.288624730376565
78912,-18.28862473037656
78913,-18.288624730376558
78914,-18.288624730376554
78915,-18.28862473037655
78916,-18.288624730376547
78917,-18.288624730376544
78918,-18.28862473037654
78919,-18.288624730376537
78920,-18.288624730376533
78921,-18.28862473037653
78922,-18.288624730376526
78923,-18.288624730376522
78924,-18.28862473037652
78925,-18.288624730376515
78926,-18.288624730376515
78927,-18.28862473037651
78928,-18.288624730376508
78929,-18.288624730376505
78930,-18.2886247303765
78931,-18.288624730376497
78932,-18.288624730376494
78933,-18.28862473037649
78934,-18.288624730376487
78935,-18.288624730376483
78936,-18.28862473037648
78937,-18.28862473037648
78938,-18.288624730376476
78939,-18.288624730376473
78940,-18.28862473037647
78941,-18.288624730376466
78942,-18.288624730376462
78943,-18.28862473037646
78944,-18.28862473037646
78945,-18.288624730376455
78946,-18.28862473037645
78947,-18.288624730376448
78948,-18.288624730376444
78949,-18.28862473037644
78950,-18.28862473037644
78951,-18.288624730376437
78952,-18.288624730376434
78953,-18.28862473037643
78954,-18.288624730376426
78955,-18.288624730376426
78956,-18.288624730376423
78957,-18.28862473037642
78958,-18.288624730376416
78959,-18.288624730376416
78960,-18.288624730376412
78961,-18.28862473037641
78962,-18.288624730376405
78963,-18.288624730376405
78964,-18.2886247303764
78965,-18.288624730376398
78966,-18.288624730376394
78967,-18.288624730376394
78968,-18.28862473037639
78969,-18.288624730376387
78970,-18.288624730376384
78971,-18.288624730376384
78972,-18.28862473037638
78973,-18.288624730376377
78974,-18.288624730376377
78975,-18.288624730376373
78976,-18.28862473037637
78977,-18.28862473037637
78978,-18.288624730376366
78979,-18.288624730376362
78980,-18.28862473037636
78981,-18.28862473037636
78982,-18.288624730376355
78983,-18.288624730376352
78984,-18.288624730376352
78985,-18.28862473037635
78986,-18.288624730376345
78987,-18.288624730376345
78988,-18.28862473037634
78989,-18.28862473037634
78990,-18.288624730376338
78991,-18.288624730376334
78992,-18.288624730376334
78993,-18.28862473037633
78994,-18.288624730376327
78995,-18.288624730376327
78996,-18.288624730376323
78997,-18.288624730376323
78998,-18.28862473037632
78999,-18.288624730376316
79000,-18.288624730376316
79001,-18.288624730376313
79002,-18.288624730376313
79003,-18.28862473037631
79004,-18.288624730376306
79005,-18.288624730376306
79006,-18.288624730376302
79007,-18.288624730376302
79008,-18.2886247303763
79009,-18.2886247303763
79010,-18.288624730376295
79011,-18.28862473037629
79012,-18.28862473037629
79013,-18.288624730376288
79014,-18.288624730376288
79015,-18.288624730376284
79016,-18.288624730376284
79017,-18.28862473037628
79018,-18.28862473037628
79019,-18.288624730376277
79020,-18.288624730376277
79021,-18.288624730376274
79022,-18.28862473037627
79023,-18.28862473037627
79024,-18.288624730376267
79025,-18.288624730376267
79026,-18.288624730376263
79027,-18.288624730376263
79028,-18.28862473037626
79029,-18.28862473037626
79030,-18.288624730376256
79031,-18.288624730376256
79032,-18.288624730376252
79033,-18.288624730376252
79034,-18.28862473037625
79035,-18.28862473037625
79036,-18.288624730376245
79037,-18.288624730376245
79038,-18.28862473037624
79039,-18.28862473037624
79040,-18.28862473037624
79041,-18.288624730376238
79042,-18.288624730376238
79043,-18.288624730376235
79044,-18.288624730376235
79045,-18.28862473037623
79046,-18.28862473037623
79047,-18.288624730376227
79048,-18.288624730376227
79049,-18.288624730376224
79050,-18.288624730376224
79051,-18.288624730376224
79052,-18.28862473037622
79053,-18.28862473037622
79054,-18.288624730376217
79055,-18.288624730376217
79056,-18.288624730376213
79057,-18.288624730376213
79058,-18.288624730376213
79059,-18.28862473037621
79060,-18.28862473037621
79061,-18.288624730376206
79062,-18.288624730376206
79063,-18.288624730376203
79064,-18.288624730376203
79065,-18.288624730376203
79066,-18.2886247303762
79067,-18.2886247303762
79068,-18.288624730376196
79069,-18.288624730376196
79070,-18.288624730376196
79071,-18.288624730376192
79072,-18.288624730376192
79073,-18.288624730376192
79074,-18.28862473037619
79075,-18.28862473037619
79076,-18.288624730376185
79077,-18.288624730376185
79078,-18.288624730376185
79079,-18.28862473037618
79080,-18.28862473037618
79081,-18.28862473037618
79082,-18.288624730376178
79083,-18.288624730376178
79084,-18.288624730376174
79085,-18.288624730376174
79086,-18.288624730376174
79087,-18.28862473037617
79088,-18.28862473037617
79089,-18.28862473037617
79090,-18.288624730376167
79091,-18.288624730376167
79092,-18.288624730376167
79093,-18.288624730376164
79094,-18.288624730376164
79095,-18.288624730376164
79096,-18.28862473037616
79097,-18.28862473037616
79098,-18.28862473037616
79099,-18.288624730376156
79100,-18.288624730376156
79101,-18.288624730376156
79102,-18.288624730376153
79103,-18.288624730376153
79104,-18.288624730376153
79105,-18.28862473037615
79106,-18.28862473037615
79107,-18.28862473037615
79108,-18.288624730376146
79109,-18.288624730376146
79110,-18.288624730376146
79111,-18.288624730376142
79112,-18.288624730376142
79113,-18.288624730376142
79114,-18.288624730376142
79115,-18.28862473037614
79116,-18.28862473037614
79117,-18.28862473037614
79118,-18.288624730376135
79119,-18.288624730376135
79120,-18.288624730376135
79121,-18.28862473037613
79122,-18.28862473037613
79123,-18.28862473037613
79124,-18.28862473037613
79125,-18.288624730376128
79126,-18.288624730376128
79127,-18.288624730376128
79128,-18.288624730376128
79129,-18.288624730376124
79130,-18.288624730376124
79131,-18.288624730376124
79132,-18.28862473037612
79133,-18.28862473037612
79134,-18.28862473037612
79135,-18.28862473037612
79136,-18.288624730376117
79137,-18.288624730376117
79138,-18.288624730376117
79139,-18.288624730376117
79140,-18.288624730376114
79141,-18.288624730376114
79142,-18.288624730376114
79143,-18.288624730376114
79144,-18.28862473037611
79145,-18.28862473037611
79146,-18.28862473037611
79147,-18.28862473037611
79148,-18.288624730376107
79149,-18.288624730376107
79150,-18.288624730376107
79151,-18.288624730376107
79152,-18.288624730376103
79153,-18.288624730376103
79154,-18.288624730376103
79155,-18.288624730376103
79156,-18.2886247303761
79157,-18.2886247303761
79158,-18.2886247303761
79159,-18.2886247303761
79160,-18.2886247303761
79161,-18.288624730376096
